species_name,SRA_run_accession,tissue,gene,count,refseq_id,Q1,Median,Q3,binary_count,n_total_samples,n_expressed_samples,percent_expressed
naked mole rat,SRR5517414,hypothalamus,Ppp2r2c,681,XP_004847376.1,0,13,165,1,30,30,1
naked mole rat,SRR5517414,hypothalamus,Ppp2r2d,113,XP_021108913.1,0,13,165,1,30,30,1
naked mole rat,SRR5517414,hypothalamus,Prdm12,19,XP_004849163.1,0,13,165,1,30,11,0.366666666666667
naked mole rat,SRR5517414,hypothalamus,Sox3,61,XP_004862358.1,0,13,165,1,30,30,1
naked mole rat,SRR5517414,hypothalamus,Tbx1,2,XP_021112709.1,0,13,165,0,30,2,0.0666666666666667
naked mole rat,SRR5517415,hypothalamus,Comp,21,XP_004873449.2,1.5,28,339,0,30,15,0.5
naked mole rat,SRR5517415,hypothalamus,Foxl2,4,XP_004834389.1,1.5,28,339,0,30,2,0.0666666666666667
naked mole rat,SRR5517415,hypothalamus,Ppp2r2a,201,XP_021116966.1,1.5,28,339,1,30,30,1
naked mole rat,SRR5517415,hypothalamus,Ppp2r2b,597,XP_004854409.1,1.5,28,339,1,30,30,1
naked mole rat,SRR5517415,hypothalamus,Ppp2r2c,1339,XP_004847376.1,1.5,28,339,1,30,30,1
naked mole rat,SRR5517415,hypothalamus,Ppp2r2d,260,XP_021108913.1,1.5,28,339,1,30,30,1
naked mole rat,SRR5517415,hypothalamus,Prdm12,34,XP_004849163.1,1.5,28,339,1,30,11,0.366666666666667
naked mole rat,SRR5517415,hypothalamus,Sox3,129,XP_004862358.1,1.5,28,339,1,30,30,1
naked mole rat,SRR5517415,hypothalamus,Tbx1,5,XP_021112709.1,1.5,28,339,0,30,2,0.0666666666666667
naked mole rat,SRR5517418,hypothalamus,Comp,37,XP_004873449.2,0,17,195,1,30,15,0.5
naked mole rat,SRR5517418,hypothalamus,Foxl2,4,XP_004834389.1,0,17,195,0,30,2,0.0666666666666667
naked mole rat,SRR5517418,hypothalamus,Ppp2r2a,102,XP_021116966.1,0,17,195,1,30,30,1
naked mole rat,SRR5517418,hypothalamus,Ppp2r2b,311,XP_004854409.1,0,17,195,1,30,30,1
naked mole rat,SRR5517418,hypothalamus,Ppp2r2c,580,XP_004847376.1,0,17,195,1,30,30,1
naked mole rat,SRR5517418,hypothalamus,Ppp2r2d,143,XP_021108913.1,0,17,195,1,30,30,1
naked mole rat,SRR5517418,hypothalamus,Prdm12,12,XP_004849163.1,0,17,195,0,30,11,0.366666666666667
naked mole rat,SRR5517418,hypothalamus,Sox3,64,XP_004862358.1,0,17,195,1,30,30,1
naked mole rat,SRR5517418,hypothalamus,Tbx1,7,XP_021112709.1,0,17,195,0,30,2,0.0666666666666667
naked mole rat,SRR5517419,hypothalamus,Comp,76,XP_004873449.2,1.5,28,340,1,30,15,0.5
naked mole rat,SRR5517419,hypothalamus,Foxl2,8,XP_004834389.1,1.5,28,340,0,30,2,0.0666666666666667
naked mole rat,SRR5517419,hypothalamus,Ppp2r2a,178,XP_021116966.1,1.5,28,340,1,30,30,1
naked mole rat,SRR5517419,hypothalamus,Ppp2r2b,532,XP_004854409.1,1.5,28,340,1,30,30,1
naked mole rat,SRR5517419,hypothalamus,Ppp2r2c,1019,XP_004847376.1,1.5,28,340,1,30,30,1
naked mole rat,SRR5517419,hypothalamus,Ppp2r2d,275,XP_021108913.1,1.5,28,340,1,30,30,1
naked mole rat,SRR5517419,hypothalamus,Prdm12,23,XP_004849163.1,1.5,28,340,0,30,11,0.366666666666667
naked mole rat,SRR5517419,hypothalamus,Sox3,115,XP_004862358.1,1.5,28,340,1,30,30,1
naked mole rat,SRR5517419,hypothalamus,Tbx1,11,XP_021112709.1,1.5,28,340,0,30,2,0.0666666666666667
naked mole rat,SRR5517422,hypothalamus,Comp,32,XP_004873449.2,0,14,164,1,30,15,0.5
naked mole rat,SRR5517422,hypothalamus,Foxl2,5,XP_004834389.1,0,14,164,0,30,2,0.0666666666666667
naked mole rat,SRR5517422,hypothalamus,Ppp2r2a,88,XP_021116966.1,0,14,164,1,30,30,1
naked mole rat,SRR5517422,hypothalamus,Ppp2r2b,267,XP_004854409.1,0,14,164,1,30,30,1
naked mole rat,SRR5517422,hypothalamus,Ppp2r2c,518,XP_004847376.1,0,14,164,1,30,30,1
naked mole rat,SRR5517422,hypothalamus,Ppp2r2d,131,XP_021108913.1,0,14,164,1,30,30,1
naked mole rat,SRR5517422,hypothalamus,Prdm12,12,XP_004849163.1,0,14,164,0,30,11,0.366666666666667
naked mole rat,SRR5517422,hypothalamus,Sox3,46,XP_004862358.1,0,14,164,1,30,30,1
naked mole rat,SRR5517422,hypothalamus,Tbx1,5,XP_021112709.1,0,14,164,0,30,2,0.0666666666666667
naked mole rat,SRR5517423,hypothalamus,Comp,59,XP_004873449.2,1.5,26,302,1,30,15,0.5
naked mole rat,SRR5517423,hypothalamus,Foxl2,2,XP_004834389.1,1.5,26,302,0,30,2,0.0666666666666667
naked mole rat,SRR5517423,hypothalamus,Ppp2r2a,152,XP_021116966.1,1.5,26,302,1,30,30,1
naked mole rat,SRR5517423,hypothalamus,Ppp2r2b,508,XP_004854409.1,1.5,26,302,1,30,30,1
naked mole rat,SRR5517423,hypothalamus,Ppp2r2c,988,XP_004847376.1,1.5,26,302,1,30,30,1
naked mole rat,SRR5517423,hypothalamus,Ppp2r2d,195,XP_021108913.1,1.5,26,302,1,30,30,1
naked mole rat,SRR5517423,hypothalamus,Prdm12,44,XP_004849163.1,1.5,26,302,1,30,11,0.366666666666667
naked mole rat,SRR5517423,hypothalamus,Sox3,82,XP_004862358.1,1.5,26,302,1,30,30,1
naked mole rat,SRR5517423,hypothalamus,Tbx1,8,XP_021112709.1,1.5,26,302,0,30,2,0.0666666666666667
naked mole rat,SRR5517426,pituitary,Comp,15,XP_004873449.2,1.5,24,279,0,26,10,0.384615384615385
naked mole rat,SRR5517426,pituitary,Foxl2,75,XP_004834389.1,1.5,24,279,1,26,26,1
naked mole rat,SRR5517426,pituitary,Ppp2r2a,117,XP_021116966.1,1.5,24,279,1,26,26,1
naked mole rat,SRR5517426,pituitary,Ppp2r2b,201,XP_004854409.1,1.5,24,279,1,26,26,1
naked mole rat,SRR5517426,pituitary,Ppp2r2c,252,XP_004847376.1,1.5,24,279,1,26,26,1
naked mole rat,SRR5517426,pituitary,Ppp2r2d,228,XP_021108913.1,1.5,24,279,1,26,26,1
naked mole rat,SRR5517426,pituitary,Prdm12,2,XP_004849163.1,1.5,24,279,0,26,2,0.0769230769230769
naked mole rat,SRR5517426,pituitary,Sox3,48,XP_004862358.1,1.5,24,279,1,26,22,0.846153846153846
naked mole rat,SRR5517426,pituitary,Tbx1,25,XP_021112709.1,1.5,24,279,1,26,15,0.576923076923077
naked mole rat,SRR5517427,pituitary,Comp,4,XP_004873449.2,0,7,85.5,0,26,10,0.384615384615385
naked mole rat,SRR5517427,pituitary,Foxl2,17,XP_004834389.1,0,7,85.5,1,26,26,1
naked mole rat,SRR5517427,pituitary,Ppp2r2a,32,XP_021116966.1,0,7,85.5,1,26,26,1
naked mole rat,SRR5517427,pituitary,Ppp2r2b,60,XP_004854409.1,0,7,85.5,1,26,26,1
naked mole rat,SRR5517427,pituitary,Ppp2r2c,59,XP_004847376.1,0,7,85.5,1,26,26,1
naked mole rat,SRR5517427,pituitary,Ppp2r2d,77,XP_021108913.1,0,7,85.5,1,26,26,1
naked mole rat,SRR5517427,pituitary,Prdm12,0,XP_004849163.1,0,7,85.5,0,26,2,0.0769230769230769
naked mole rat,SRR5517427,pituitary,Sox3,9,XP_004862358.1,0,7,85.5,1,26,22,0.846153846153846
naked mole rat,SRR5517427,pituitary,Tbx1,8,XP_021112709.1,0,7,85.5,1,26,15,0.576923076923077
naked mole rat,SRR5517428,hypothalamus,Comp,45,XP_004873449.2,0,13,159,1,30,15,0.5
naked mole rat,SRR5517428,hypothalamus,Foxl2,3,XP_004834389.1,0,13,159,0,30,2,0.0666666666666667
naked mole rat,SRR5517428,hypothalamus,Ppp2r2a,68,XP_021116966.1,0,13,159,1,30,30,1
naked mole rat,SRR5517428,hypothalamus,Ppp2r2b,209,XP_004854409.1,0,13,159,1,30,30,1
naked mole rat,SRR5517428,hypothalamus,Ppp2r2c,794,XP_004847376.1,0,13,159,1,30,30,1
naked mole rat,SRR5517428,hypothalamus,Ppp2r2d,111,XP_021108913.1,0,13,159,1,30,30,1
naked mole rat,SRR5517428,hypothalamus,Prdm12,7,XP_004849163.1,0,13,159,0,30,11,0.366666666666667
naked mole rat,SRR5517428,hypothalamus,Sox3,23,XP_004862358.1,0,13,159,1,30,30,1
naked mole rat,SRR5517428,hypothalamus,Tbx1,5,XP_021112709.1,0,13,159,0,30,2,0.0666666666666667
naked mole rat,SRR5517429,hypothalamus,Comp,55,XP_004873449.2,0,20,246,1,30,15,0.5
naked mole rat,SRR5517429,hypothalamus,Foxl2,4,XP_004834389.1,0,20,246,0,30,2,0.0666666666666667
naked mole rat,SRR5517429,hypothalamus,Ppp2r2a,122,XP_021116966.1,0,20,246,1,30,30,1
naked mole rat,SRR5517429,hypothalamus,Ppp2r2b,346,XP_004854409.1,0,20,246,1,30,30,1
naked mole rat,SRR5517429,hypothalamus,Ppp2r2c,1249,XP_004847376.1,0,20,246,1,30,30,1
naked mole rat,SRR5517429,hypothalamus,Ppp2r2d,184,XP_021108913.1,0,20,246,1,30,30,1
naked mole rat,SRR5517429,hypothalamus,Prdm12,9,XP_004849163.1,0,20,246,0,30,11,0.366666666666667
naked mole rat,SRR5517429,hypothalamus,Sox3,33,XP_004862358.1,0,20,246,1,30,30,1
naked mole rat,SRR5517429,hypothalamus,Tbx1,12,XP_021112709.1,0,20,246,0,30,2,0.0666666666666667
naked mole rat,SRR6003674,dorsal root ganglion,Comp,0,XP_004873449.2,0,0,4.5,1,3,3,1
naked mole rat,SRR6003674,dorsal root ganglion,Foxl2,0,XP_004834389.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003674,dorsal root ganglion,Ppp2r2a,0,XP_021116966.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003674,dorsal root ganglion,Ppp2r2b,7,XP_004854409.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003674,dorsal root ganglion,Ppp2r2c,2,XP_004847376.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003674,dorsal root ganglion,Ppp2r2d,0,XP_021108913.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003674,dorsal root ganglion,Prdm12,1,XP_004849163.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003674,dorsal root ganglion,Sox3,0,XP_004862358.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003674,dorsal root ganglion,Tbx1,0,XP_021112709.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003675,dorsal root ganglion,Comp,1,XP_004873449.2,0,0,4.5,1,3,3,1
naked mole rat,SRR6003675,dorsal root ganglion,Foxl2,0,XP_004834389.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003675,dorsal root ganglion,Ppp2r2a,1,XP_021116966.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003675,dorsal root ganglion,Ppp2r2b,4,XP_004854409.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003675,dorsal root ganglion,Ppp2r2c,2,XP_004847376.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003675,dorsal root ganglion,Ppp2r2d,1,XP_021108913.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003675,dorsal root ganglion,Prdm12,6,XP_004849163.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003675,dorsal root ganglion,Sox3,0,XP_004862358.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003675,dorsal root ganglion,Tbx1,0,XP_021112709.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003677,dorsal root ganglion,Comp,0,XP_004873449.2,0,0,6,1,3,3,1
naked mole rat,SRR6003677,dorsal root ganglion,Foxl2,1,XP_004834389.1,0,0,6,1,3,3,1
naked mole rat,SRR6003677,dorsal root ganglion,Ppp2r2a,0,XP_021116966.1,0,0,6,1,3,3,1
naked mole rat,SRR6003677,dorsal root ganglion,Ppp2r2b,3,XP_004854409.1,0,0,6,1,3,3,1
naked mole rat,SRR6003677,dorsal root ganglion,Ppp2r2c,1,XP_004847376.1,0,0,6,1,3,3,1
naked mole rat,SRR6003677,dorsal root ganglion,Ppp2r2d,1,XP_021108913.1,0,0,6,1,3,3,1
naked mole rat,SRR6003677,dorsal root ganglion,Prdm12,1,XP_004849163.1,0,0,6,1,3,3,1
naked mole rat,SRR6003677,dorsal root ganglion,Sox3,0,XP_004862358.1,0,0,6,1,3,3,1
naked mole rat,SRR6003677,dorsal root ganglion,Tbx1,0,XP_021112709.1,0,0,6,1,3,3,1
naked mole rat,SRR6003678,spinal cord,Comp,0,XP_004873449.2,0,0,4.5,1,3,3,1
naked mole rat,SRR6003678,spinal cord,Foxl2,0,XP_004834389.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003678,spinal cord,Ppp2r2a,5,XP_021116966.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003678,spinal cord,Ppp2r2b,4,XP_004854409.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003678,spinal cord,Ppp2r2c,8,XP_004847376.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003678,spinal cord,Ppp2r2d,0,XP_021108913.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003678,spinal cord,Prdm12,2,XP_004849163.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003678,spinal cord,Sox3,2,XP_004862358.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003678,spinal cord,Tbx1,1,XP_021112709.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003680,spinal cord,Comp,0,XP_004873449.2,0,0,4.5,1,3,3,1
naked mole rat,SRR6003680,spinal cord,Foxl2,2,XP_004834389.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003680,spinal cord,Ppp2r2a,1,XP_021116966.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003680,spinal cord,Ppp2r2b,0,XP_004854409.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003680,spinal cord,Ppp2r2c,4,XP_004847376.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003680,spinal cord,Ppp2r2d,0,XP_021108913.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003680,spinal cord,Prdm12,5,XP_004849163.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003680,spinal cord,Sox3,2,XP_004862358.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003680,spinal cord,Tbx1,2,XP_021112709.1,0,0,4.5,1,3,3,1
naked mole rat,SRR6003681,spinal cord,Comp,0,XP_004873449.2,0,0,6,1,3,3,1
naked mole rat,SRR6003681,spinal cord,Foxl2,4,XP_004834389.1,0,0,6,1,3,3,1
naked mole rat,SRR6003681,spinal cord,Ppp2r2a,0,XP_021116966.1,0,0,6,1,3,3,1
naked mole rat,SRR6003681,spinal cord,Ppp2r2b,5,XP_004854409.1,0,0,6,1,3,3,1
naked mole rat,SRR6003681,spinal cord,Ppp2r2c,1,XP_004847376.1,0,0,6,1,3,3,1
naked mole rat,SRR6003681,spinal cord,Ppp2r2d,0,XP_021108913.1,0,0,6,1,3,3,1
naked mole rat,SRR6003681,spinal cord,Prdm12,2,XP_004849163.1,0,0,6,1,3,3,1
naked mole rat,SRR6003681,spinal cord,Sox3,1,XP_004862358.1,0,0,6,1,3,3,1
naked mole rat,SRR6003681,spinal cord,Tbx1,5,XP_021112709.1,0,0,6,1,3,3,1
koala,SRR1205222,brain,ARX,415,XP_020845526.1,1.5,85,976,1,3,2,0.666666666666667
koala,SRR1205222,brain,COMP,37,XP_020864608.1,1.5,85,976,0,3,2,0.666666666666667
koala,SRR1205222,brain,FOXL2,17,XP_020841789.1,1.5,85,976,0,3,0,0
koala,SRR1205222,brain,PABPN1,1145,XP_020820267.1,1.5,85,976,1,3,3,1
koala,SRR1205222,brain,PHOX2B,2,XP_020845266.1,1.5,85,976,0,3,0,0
koala,SRR1205222,brain,PPP2R2A,1198,XP_020863384.1,1.5,85,976,1,3,2,0.666666666666667
koala,SRR1205222,brain,PPP2R2B,3487,XP_020819937.1,1.5,85,976,1,3,3,1
koala,SRR1205222,brain,PPP2R2C,7592,XP_020847751.1,1.5,85,976,1,3,3,1
koala,SRR1205222,brain,PPP2R2D,2676,XP_020828751.1,1.5,85,976,1,3,3,1
koala,SRR1205222,brain,RUNX2,36,XP_020849491.1,1.5,85,976,0,3,2,0.666666666666667
koala,SRR1205222,brain,THBS4,263,XP_020854117.1,1.5,85,976,1,3,3,1
koala,SRR1205222,brain,ZIC2,1033,XP_020819620.1,1.5,85,976,1,3,3,1
koala,SRR8708136,brain,ARX,0,XP_020845526.1,0,1,12,0,3,2,0.666666666666667
koala,SRR8708136,brain,COMP,37,XP_020864608.1,0,1,12,1,3,2,0.666666666666667
koala,SRR8708136,brain,FOXL2,0,XP_020841789.1,0,1,12,0,3,0,0
koala,SRR8708136,brain,PABPN1,17,XP_020820267.1,0,1,12,1,3,3,1
koala,SRR8708136,brain,PHOX2B,0,XP_020845266.1,0,1,12,0,3,0,0
koala,SRR8708136,brain,PPP2R2A,2,XP_020863384.1,0,1,12,1,3,2,0.666666666666667
koala,SRR8708136,brain,PPP2R2B,4,XP_020819937.1,0,1,12,1,3,3,1
koala,SRR8708136,brain,PPP2R2C,29,XP_020847751.1,0,1,12,1,3,3,1
koala,SRR8708136,brain,PPP2R2D,13,XP_020828751.1,0,1,12,1,3,3,1
koala,SRR8708136,brain,RUNX2,1,XP_020849491.1,0,1,12,1,3,2,0.666666666666667
koala,SRR8708136,brain,THBS4,1,XP_020854117.1,0,1,12,1,3,3,1
koala,SRR8708136,brain,ZIC2,58,XP_020819620.1,0,1,12,1,3,3,1
koala,SRR8708138,brain,ARX,1,XP_020845526.1,0,1,12,1,3,2,0.666666666666667
koala,SRR8708138,brain,COMP,171,XP_020864608.1,0,1,12,1,3,2,0.666666666666667
koala,SRR8708138,brain,FOXL2,0,XP_020841789.1,0,1,12,0,3,0,0
koala,SRR8708138,brain,PABPN1,17,XP_020820267.1,0,1,12,1,3,3,1
koala,SRR8708138,brain,PHOX2B,0,XP_020845266.1,0,1,12,0,3,0,0
koala,SRR8708138,brain,PPP2R2A,0,XP_020863384.1,0,1,12,0,3,2,0.666666666666667
koala,SRR8708138,brain,PPP2R2B,12,XP_020819937.1,0,1,12,1,3,3,1
koala,SRR8708138,brain,PPP2R2C,18,XP_020847751.1,0,1,12,1,3,3,1
koala,SRR8708138,brain,PPP2R2D,5,XP_020828751.1,0,1,12,1,3,3,1
koala,SRR8708138,brain,RUNX2,3,XP_020849491.1,0,1,12,1,3,2,0.666666666666667
koala,SRR8708138,brain,THBS4,2,XP_020854117.1,0,1,12,1,3,3,1
koala,SRR8708138,brain,ZIC2,75,XP_020819620.1,0,1,12,1,3,3,1
common brushtail,SRR22399366,brain,ARX,0,XP_036602926.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399366,brain,FOXL2,0,XP_036598404.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399366,brain,LOC118829676,6,XP_036592493.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399366,brain,LOC118858096,0,XP_036624443.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399366,brain,PPP2R2A,0,XP_036606372.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399366,brain,PPP2R2C,1,XP_036619404.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399366,brain,PPP2R2D,18,XP_036591629.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399366,brain,RUNX2,1,XP_036623408.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399366,brain,THBS4,0,XP_036620191.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399366,brain,ZIC2,0,XP_036613235.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399368,brain,ARX,0,XP_036602926.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399368,brain,FOXL2,0,XP_036598404.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399368,brain,LOC118829676,0,XP_036592493.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399368,brain,LOC118858096,0,XP_036624443.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399368,brain,PPP2R2A,0,XP_036606372.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399368,brain,PPP2R2C,1,XP_036619404.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399368,brain,PPP2R2D,6,XP_036591629.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399368,brain,RUNX2,0,XP_036623408.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399368,brain,THBS4,0,XP_036620191.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399368,brain,ZIC2,0,XP_036613235.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399375,brain,ARX,9,XP_036602926.1,0,0,3,1,8,8,1
common brushtail,SRR22399375,brain,FOXL2,0,XP_036598404.1,0,0,3,1,8,8,1
common brushtail,SRR22399375,brain,LOC118829676,5,XP_036592493.1,0,0,3,1,8,8,1
common brushtail,SRR22399375,brain,LOC118858096,0,XP_036624443.1,0,0,3,1,8,8,1
common brushtail,SRR22399375,brain,PPP2R2A,1,XP_036606372.1,0,0,3,1,8,8,1
common brushtail,SRR22399375,brain,PPP2R2C,2,XP_036619404.1,0,0,3,1,8,8,1
common brushtail,SRR22399375,brain,PPP2R2D,12,XP_036591629.1,0,0,3,1,8,8,1
common brushtail,SRR22399375,brain,RUNX2,1,XP_036623408.1,0,0,3,1,8,8,1
common brushtail,SRR22399375,brain,THBS4,0,XP_036620191.1,0,0,3,1,8,8,1
common brushtail,SRR22399375,brain,ZIC2,0,XP_036613235.1,0,0,3,1,8,8,1
common brushtail,SRR22399378,brain,ARX,1,XP_036602926.1,0,0,0,1,8,8,1
common brushtail,SRR22399378,brain,FOXL2,0,XP_036598404.1,0,0,0,1,8,8,1
common brushtail,SRR22399378,brain,LOC118829676,2,XP_036592493.1,0,0,0,1,8,8,1
common brushtail,SRR22399378,brain,LOC118858096,0,XP_036624443.1,0,0,0,1,8,8,1
common brushtail,SRR22399378,brain,PPP2R2A,1,XP_036606372.1,0,0,0,1,8,8,1
common brushtail,SRR22399378,brain,PPP2R2C,0,XP_036619404.1,0,0,0,1,8,8,1
common brushtail,SRR22399378,brain,PPP2R2D,3,XP_036591629.1,0,0,0,1,8,8,1
common brushtail,SRR22399378,brain,RUNX2,0,XP_036623408.1,0,0,0,1,8,8,1
common brushtail,SRR22399378,brain,THBS4,0,XP_036620191.1,0,0,0,1,8,8,1
common brushtail,SRR22399378,brain,ZIC2,0,XP_036613235.1,0,0,0,1,8,8,1
common brushtail,SRR22399381,brain,ARX,0,XP_036602926.1,0,0,0,1,8,8,1
common brushtail,SRR22399381,brain,FOXL2,0,XP_036598404.1,0,0,0,1,8,8,1
common brushtail,SRR22399381,brain,LOC118829676,1,XP_036592493.1,0,0,0,1,8,8,1
common brushtail,SRR22399381,brain,LOC118858096,0,XP_036624443.1,0,0,0,1,8,8,1
common brushtail,SRR22399381,brain,PPP2R2A,0,XP_036606372.1,0,0,0,1,8,8,1
common brushtail,SRR22399381,brain,PPP2R2C,0,XP_036619404.1,0,0,0,1,8,8,1
common brushtail,SRR22399381,brain,PPP2R2D,1,XP_036591629.1,0,0,0,1,8,8,1
common brushtail,SRR22399381,brain,RUNX2,0,XP_036623408.1,0,0,0,1,8,8,1
common brushtail,SRR22399381,brain,THBS4,0,XP_036620191.1,0,0,0,1,8,8,1
common brushtail,SRR22399381,brain,ZIC2,0,XP_036613235.1,0,0,0,1,8,8,1
common brushtail,SRR22399385,brain,ARX,0,XP_036602926.1,0,0,0,1,8,8,1
common brushtail,SRR22399385,brain,FOXL2,0,XP_036598404.1,0,0,0,1,8,8,1
common brushtail,SRR22399385,brain,LOC118829676,4,XP_036592493.1,0,0,0,1,8,8,1
common brushtail,SRR22399385,brain,LOC118858096,0,XP_036624443.1,0,0,0,1,8,8,1
common brushtail,SRR22399385,brain,PPP2R2A,1,XP_036606372.1,0,0,0,1,8,8,1
common brushtail,SRR22399385,brain,PPP2R2C,0,XP_036619404.1,0,0,0,1,8,8,1
common brushtail,SRR22399385,brain,PPP2R2D,1,XP_036591629.1,0,0,0,1,8,8,1
common brushtail,SRR22399385,brain,RUNX2,2,XP_036623408.1,0,0,0,1,8,8,1
common brushtail,SRR22399385,brain,THBS4,0,XP_036620191.1,0,0,0,1,8,8,1
common brushtail,SRR22399385,brain,ZIC2,0,XP_036613235.1,0,0,0,1,8,8,1
common brushtail,SRR22399388,brain,ARX,0,XP_036602926.1,0,0,0,1,8,8,1
common brushtail,SRR22399388,brain,FOXL2,0,XP_036598404.1,0,0,0,1,8,8,1
common brushtail,SRR22399388,brain,LOC118829676,0,XP_036592493.1,0,0,0,1,8,8,1
common brushtail,SRR22399388,brain,LOC118858096,0,XP_036624443.1,0,0,0,1,8,8,1
common brushtail,SRR22399388,brain,PPP2R2A,0,XP_036606372.1,0,0,0,1,8,8,1
common brushtail,SRR22399388,brain,PPP2R2C,0,XP_036619404.1,0,0,0,1,8,8,1
common brushtail,SRR22399388,brain,PPP2R2D,2,XP_036591629.1,0,0,0,1,8,8,1
common brushtail,SRR22399388,brain,RUNX2,0,XP_036623408.1,0,0,0,1,8,8,1
common brushtail,SRR22399388,brain,THBS4,0,XP_036620191.1,0,0,0,1,8,8,1
common brushtail,SRR22399388,brain,ZIC2,0,XP_036613235.1,0,0,0,1,8,8,1
common brushtail,SRR22399473,muscle,ARX,64,XP_036602926.1,0,0,1.5,1,1,1,1
common brushtail,SRR22399473,muscle,FOXL2,0,XP_036598404.1,0,0,1.5,1,1,1,1
common brushtail,SRR22399473,muscle,LOC118829676,23,XP_036592493.1,0,0,1.5,1,1,1,1
common brushtail,SRR22399473,muscle,LOC118858096,0,XP_036624443.1,0,0,1.5,1,1,1,1
common brushtail,SRR22399473,muscle,PPP2R2A,0,XP_036606372.1,0,0,1.5,1,1,1,1
common brushtail,SRR22399473,muscle,PPP2R2C,1,XP_036619404.1,0,0,1.5,1,1,1,1
common brushtail,SRR22399473,muscle,PPP2R2D,3,XP_036591629.1,0,0,1.5,1,1,1,1
common brushtail,SRR22399473,muscle,RUNX2,0,XP_036623408.1,0,0,1.5,1,1,1,1
common brushtail,SRR22399473,muscle,THBS4,3,XP_036620191.1,0,0,1.5,1,1,1,1
common brushtail,SRR22399473,muscle,ZIC2,0,XP_036613235.1,0,0,1.5,1,1,1,1
common brushtail,SRR22399479,brain,ARX,0,XP_036602926.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399479,brain,FOXL2,0,XP_036598404.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399479,brain,LOC118829676,4,XP_036592493.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399479,brain,LOC118858096,1,XP_036624443.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399479,brain,PPP2R2A,0,XP_036606372.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399479,brain,PPP2R2C,2,XP_036619404.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399479,brain,PPP2R2D,14,XP_036591629.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399479,brain,RUNX2,1,XP_036623408.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399479,brain,THBS4,0,XP_036620191.1,0,0,1.5,1,8,8,1
common brushtail,SRR22399479,brain,ZIC2,0,XP_036613235.1,0,0,1.5,1,8,8,1
