species_name,SRA_run_accession,library_layout,tissue,genome_refseq_accession,genome_ftp_path
gray_short-tailed_opossum,SRR10076636,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076637,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076638,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076639,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076640,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076641,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076642,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076643,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076644,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076655,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076658,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076659,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076660,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076661,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076662,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076663,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076664,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076665,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076666,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076667,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076668,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076670,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076671,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076672,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076673,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076645,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076646,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076647,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076648,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076649,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076650,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076651,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076652,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076653,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076654,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076656,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076657,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR10076669,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR6206924,PAIRED,skeletal muscle,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR6206899,PAIRED,brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR5412205,SINGLE,brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR5412206,SINGLE,brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR1165282,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR1165283,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR1165284,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR1165285,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR1165286,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR1165287,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR1165288,SINGLE,spinal cord,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR449433,PAIRED,brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR449434,PAIRED,brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776565,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776566,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776567,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776568,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776569,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776570,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776571,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776572,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776573,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776574,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776575,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776576,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776577,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776578,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776579,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776580,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776533,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776534,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776535,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776536,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776537,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776538,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776539,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776540,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776541,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776542,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776543,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776544,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776545,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776546,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776547,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR776548,SINGLE,fetal brain,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR13142094,PAIRED,cerebellum,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR13142095,PAIRED,cerebellum,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR13142096,PAIRED,cerebellum,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR13142097,PAIRED,cerebellum,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR13142098,PAIRED,cerebellum,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
gray_short-tailed_opossum,SRR13142099,PAIRED,cerebellum,GCF_027887165.1_mMonDom1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri
koala,SRR8708136,PAIRED,brain,GCF_002099425.1_phaCin_unsw_v4.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/099/425/GCF_002099425.1_phaCin_unsw_v4.1
koala,SRR8708138,PAIRED,brain,GCF_002099425.1_phaCin_unsw_v4.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/099/425/GCF_002099425.1_phaCin_unsw_v4.1
koala,SRR1205222,PAIRED,brain,GCF_002099425.1_phaCin_unsw_v4.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/099/425/GCF_002099425.1_phaCin_unsw_v4.1
little_skate,SRR6189921,PAIRED,spinal cord,GCF_028641065.1_Leri_hhj_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/641/065/GCF_028641065.1_Leri_hhj_1
little_skate,SRR6189922,PAIRED,spinal cord,GCF_028641065.1_Leri_hhj_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/641/065/GCF_028641065.1_Leri_hhj_1
little_skate,SRR6189923,PAIRED,spinal cord,GCF_028641065.1_Leri_hhj_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/641/065/GCF_028641065.1_Leri_hhj_1
little_skate,SRR6189924,PAIRED,spinal cord,GCF_028641065.1_Leri_hhj_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/641/065/GCF_028641065.1_Leri_hhj_1
little_skate,SRR6189925,PAIRED,spinal cord,GCF_028641065.1_Leri_hhj_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/641/065/GCF_028641065.1_Leri_hhj_1
little_skate,SRR6189926,PAIRED,spinal cord,GCF_028641065.1_Leri_hhj_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/641/065/GCF_028641065.1_Leri_hhj_1
monito_del_monte,SRR6255595,PAIRED,brain,GCF_019393635.1_mDroGli1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/393/635/GCF_019393635.1_mDroGli1.pri
monito_del_monte,SRR6255596,PAIRED,brain,GCF_019393635.1_mDroGli1.pri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/393/635/GCF_019393635.1_mDroGli1.pri
