species_name,SRA_run_accession,library_layout,tissue,genome_refseq_accession,genome_ftp_path
Bengalese_finch,SRR9295882,SINGLE,forebrain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR9295883,SINGLE,forebrain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR9295884,SINGLE,forebrain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR9295885,SINGLE,forebrain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR9295886,SINGLE,forebrain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR9295887,SINGLE,forebrain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR9295888,SINGLE,forebrain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731951,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731952,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731953,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731954,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731955,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731956,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731957,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731958,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731959,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731960,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731961,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731962,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731963,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731964,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731965,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731966,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731967,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731968,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731969,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731970,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731971,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731972,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731973,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731974,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731975,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731976,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731977,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731978,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731979,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731980,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731981,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731982,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731983,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731984,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731985,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731986,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731987,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731988,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731989,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731990,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731991,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731992,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731993,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731994,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731995,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731996,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731997,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731998,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18731999,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732000,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732001,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732002,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732003,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732004,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732005,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732006,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732007,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732008,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732009,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732010,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732011,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732012,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732013,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732014,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732015,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732016,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732017,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732018,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732019,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732094,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732020,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732021,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732023,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732024,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732025,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732026,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732027,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732028,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732029,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732030,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732031,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732032,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732033,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732034,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732035,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732036,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732037,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732038,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732039,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732040,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732041,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732042,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732043,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732044,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732045,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732046,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732047,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732048,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732049,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732050,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732051,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732052,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732053,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732054,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732055,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732056,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732057,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732058,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732059,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732060,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732061,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
Bengalese_finch,SRR18732062,SINGLE,brain,GCF_005870125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/870/125/GCF_005870125.1_lonStrDom2
